filename,source_path,target_path,category,category_folder,year,quarter,operation,timestamp,source_file,Movimientos de Tesoreria,Importe,Resultado Artículo 44,Estado de Situacion Patrimonial,Saldo,total_budget,revenues,expenses,executed_infra,personnel,execution_rate,"R.A.F.A.M. Hoja: 1 de 1
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
18/09/202320:31
Municipalidad de Del 02/01/2023 al 30/06/2023
Ejercicio 2023
Carmen de Areco
:",Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,"R.A.F.A.M. Hoja: 1 de 2
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
10/07/2025 10:32
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2025 al 30/06/2025 Ejercicio 2025
:","R.A.F.A.M. Hoja: 2 de 2
ESTADO DE EJECUCION DEL PRESUPUESTO DE GASTOS
10/07/2025 10:32
(CON PERSPECTIVA DE GÉNERO)
Municipalidad de
Carmen de Areco Del 02/01/2025 al 30/06/2025 Ejercicio 2025
:",Year,Category,File Type,Filename,Relative Path,Official URL,File Size,file_type,size_bytes,created_date,modified_date,sha256_hash,relative_path,document_type,estimated_category,priority,keywords,official_url,archive_url,tables_found,source_url,title,extraction_method,extracted_at,Description,Size (bytes),Extension,Power BI Budgeted,Power BI Executed,PDF Documents,id,url,source,type,description,size_mb,last_modified,extracted_content
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/2022/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-4°TRE-2022.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,2022.0,,copied,2025-09-26T20:17:34.037891,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Marzo.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Marzo.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.038560,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-3°TRIMESTRE.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,3Q,copied,2025-09-26T20:17:34.038942,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Recursos-por-Procedencia-Marzo.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Marzo.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,,copied,2025-09-26T20:17:34.039476,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-copia.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-copia.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.039902,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.040289,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-Marzo.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-Marzo.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,,copied,2025-09-26T20:17:34.040774,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-RECURSOS.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,,copied,2025-09-26T20:17:34.041199,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2023-4°TRI.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,2023.0,4Q,copied,2025-09-26T20:17:34.041681,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Marzo.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-Marzo.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.042183,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-1.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.042619,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-4toTrimestres.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/Estado-de-Ejecucion-de-Gastos-por-Fuente-de-Financiamiento-4toTrimestres.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.043149,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.043663,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-2023-4°TRI.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,2023.0,4Q,copied,2025-09-26T20:17:34.044048,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-1.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.044412,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-2023-4°TRI.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,2023.0,4Q,copied,2025-09-26T20:17:34.044824,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-RECURSOS-3°TRIMESTRE.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,3Q,copied,2025-09-26T20:17:34.045248,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,3Q,copied,2025-09-26T20:17:34.045685,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-1.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.046338,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Recursos-Afectados-vs-Gastos-Marzo.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/Estado-de-Ejecucion-de-Recursos-Afectados-vs-Gastos-Marzo.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.046894,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.047282,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-CARACTER-ECONOMICO-2.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.047613,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,3Q,copied,2025-09-26T20:17:34.047961,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.048346,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Recursos-por-Procedencia-Junio.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/Unknown_Year/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Junio.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,,,copied,2025-09-26T20:17:34.048926,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Junio.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/Estado-de-Ejecucion-de-Gastos-por-Caracter-Economico-Junio.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.049378,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/2023/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FINALIDAD-Y-FUNCION-2023-4°TRI.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,2023.0,4Q,copied,2025-09-26T20:17:34.049727,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/Estado-de-Ejecucion-de-Gastos-por-Finalidad-y-Funcion-Junio.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.050459,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS-2.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,,copied,2025-09-26T20:17:34.050883,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Budget_Execution/Unknown_Year/ESTADO-DE-EJECUCION-DE-GASTOS-POR-FUENTE-DE-FINANCIAMIENTO-3°TRIMESTRE.pdf,Ejecución de Gastos,Economic_Reports/Budget_Execution,,3Q,copied,2025-09-26T20:17:34.051338,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,/Users/flong/Developer/cda-transparencia/data/organized_by_category/organization_log.csv,/Users/flong/Developer/cda-transparencia/data/organized_by_category/Economic_Reports/Revenue_Execution/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,Ejecución de Recursos,Economic_Reports/Revenue_Execution,2022.0,,copied,2025-09-26T20:17:34.051761,organization_log.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
