id,title,url,year,category,source,type,description,official_url,size_mb,last_modified
pdf-61,ESTADO DE EJECUCION DE RECURSOS POR PROCEDENCIA 3°TRIMESTRE,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRIMESTRE.pdf,0.08,
pdf-76,ESTADO DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO 3°TRIMESTRE,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRIMESTRE.pdf,0.1,
pdf-81,Estado de Ejecucion de Recursos por Procedencia Junio,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Junio.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Procedencia-Junio.pdf,0.35,
pdf-87,Estado de Ejecucion de Recursos por Procedencia 4toTrimestres,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Procedencia-4toTrimestres.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Procedencia-4toTrimestres.pdf,0.34,
pdf-99,Estado de Ejecucion de Recursos 4toTrimestres,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-4toTrimestres.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-4toTrimestres.pdf,0.45,
pdf-105,Estado de Ejecucion de Recursos Junio,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-Junio.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-Junio.pdf,0.45,
pdf-106,ESTADO DE EJECUCION DE RECURSOS POR PROCEDENCIA,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA.pdf,0.08,
pdf-109,ESTADO DE EJECUCION DE RECURSOS POR PROCEDENCIA 1,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-1.pdf,0.08,
pdf-114,Estado de Ejecucion de Recursos por Caracter Economico 4to Trimestre,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-4to-Trimestre.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-4to-Trimestre.pdf,0.37,
pdf-115,Estado de Ejecucion de Recursos por Procedencia 3er Trimestres,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Procedencia-3er-Trimestres.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Procedencia-3er-Trimestres.pdf,0.35,
pdf-121,ESTADO DE EJECUCION DE RECURSOS POR PROCEDENCIA 2,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-2.pdf,0.08,
pdf-124,Estado de Ejecucion de Recursos por Caracter Economico 3er Trimestre,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-3er-Trimestre.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-3er-Trimestre.pdf,0.37,
pdf-129,ESTADO DE EJECUCION DE RECURSOS 2,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-2.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-2.pdf,0.15,
pdf-135,ESTADO DE EJECUCION DE RECURSOS 1,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-1.pdf,0.14,
pdf-146,ESTADO DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO 2,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-2.pdf,0.1,
pdf-159,ESTADO DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO 1,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-1.pdf,0.1,
pdf-161,ESTADO DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO.pdf,0.1,
pdf-162,Estado de Ejecucion de Recursos por Caracter Economico Junio,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-Junio.pdf,2023,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2023/Estado-de-Ejecucion-de-Recursos-por-Caracter-Economico-Junio.pdf,0.37,
pdf-94,ESTADO DE EJECUCION DE RECURSOS POR PROCEDENCIA 4°TRE 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,2022,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,0.08,
pdf-116,ESTADOS DE EJECUCION DE RECURSOS POR PROCEDENCIA 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,2022,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,0.08,
pdf-117,ESTADOS DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,2022,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,0.1,
pdf-138,ESTADO DE EJECUCION DE RECURSOS 4°TRE 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,2022,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-4°TRE-2022.pdf,0.14,
pdf-149,ESTADO DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO 4°TRE 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,2022,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-4°TRE-2022.pdf,0.1,
pdf-160,ESTADOS DE EJECUCION DE RECURSOS 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,2022,Ejecución_de_Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,0.14,
