id,title,url,year,category,source,type,description,official_url,size_mb,last_modified
pdf-94,ESTADO DE EJECUCION DE RECURSOS POR PROCEDENCIA 4°TRE 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,2022,Ejecución de Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADO-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-4°TRE-2022.pdf,0.08,
pdf-160,ESTADOS DE EJECUCION DE RECURSOS 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,2022,Ejecución de Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-3°TRI-2022.pdf,0.14,
pdf-117,ESTADOS DE EJECUCION DE RECURSOS POR CARACTER ECONOMICO 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,2022,Ejecución de Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-CARACTER-ECONOMICO-3°TRI-2022.pdf,0.1,
pdf-116,ESTADOS DE EJECUCION DE RECURSOS POR PROCEDENCIA 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,2022,Ejecución de Recursos,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Ejecución de Recursos,http://carmendeareco.gob.ar/wp-content/uploads/2022/ESTADOS-DE-EJECUCION-DE-RECURSOS-POR-PROCEDENCIA-3°TRI-2022.pdf,0.08,
pdf-122,Ordenanza Fiscal 3112 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Fiscal-3112-2022.pdf,2022,Documentos Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Fiscal-3112-2022.pdf,5.72,
pdf-91,Ordenanza Impositiva 3135 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Impositiva-3135-2022.pdf,2022,Documentos Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Impositiva-3135-2022.pdf,3.97,
pdf-150,SITUACION ECONOMICA FINANCIERA 3°TRI 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,2022,Estados Financieros,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Estados Financieros,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,0.07,
pdf-100,SITUACION ECONOMICA FINANCIERA 4°TRE 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,2022,Estados Financieros,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Estados Financieros,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,0.08,
pdf-110,SITUACION ECONOMICO FINANCIERA AL 30 06 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICO-FINANCIERA-AL-30-06-2022.pdf,2022,Documentos Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICO-FINANCIERA-AL-30-06-2022.pdf,0.92,
pdf-7,ddjj 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/ddjj-2022.pdf,2022,Declaraciones Patrimoniales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Declaraciones Patrimoniales,http://carmendeareco.gob.ar/wp-content/uploads/2022/ddjj-2022.pdf,0.41,
