id,title,url,year,category,source,type,description,official_url,size_mb,last_modified
pdf-63,RECURSOS AFECTADOS VS GASTOS,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-AFECTADOS-VS-GASTOS.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-AFECTADOS-VS-GASTOS.pdf,0.4,
pdf-74,Cuenta Ahorro Inversion Financiamiento 3er Trimestre,http://carmendeareco.gob.ar/wp-content/uploads/2023/Cuenta-Ahorro-Inversion-Financiamiento-3er-Trimestre.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/Cuenta-Ahorro-Inversion-Financiamiento-3er-Trimestre.pdf,0.36,
pdf-89,SITUACIÓN ECONÓMICO FINANCIERA,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACIÓN-ECONÓMICO-FINANCIERA.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACIÓN-ECONÓMICO-FINANCIERA.pdf,0.94,
pdf-107,RECURSOS POR CARACTER ECONOMICO,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-POR-CARACTER-ECONOMICO.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-POR-CARACTER-ECONOMICO.pdf,0.37,
pdf-111,SITUACION ECONOMICO FINANCIERA DEL 02 01 2023 AL 31 12 2023,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACION-ECONOMICO-FINANCIERA-DEL-02-01-2023-AL-31-12-2023.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/SITUACION-ECONOMICO-FINANCIERA-DEL-02-01-2023-AL-31-12-2023.pdf,2.37,
pdf-113,Situacion Economico Financiera 3er Trimestre,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-3er-Trimestre.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-3er-Trimestre.pdf,0.22,
pdf-128,Situacion Economico Financiera 4to Trimestre,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-4to-Trimestre.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-4to-Trimestre.pdf,0.29,
pdf-130,Situacion Economico Financiera al 30 06 24 1,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-al-30-06-24-1.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-al-30-06-24-1.pdf,1.15,
pdf-131,GASTOS CON PERSPECTIVA DE GENERO,http://carmendeareco.gob.ar/wp-content/uploads/2023/GASTOS-CON-PERSPECTIVA-DE-GENERO.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/GASTOS-CON-PERSPECTIVA-DE-GENERO.pdf,0.29,
pdf-137,SIT ECONOMICO FINANCIERA TERCER TRIMESTRE,http://carmendeareco.gob.ar/wp-content/uploads/2023/SIT-ECONOMICO-FINANCIERA-TERCER-TRIMESTRE.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/SIT-ECONOMICO-FINANCIERA-TERCER-TRIMESTRE.pdf,0.94,
pdf-139,ORDENANZA IMPOSITIVA 3202 24,http://carmendeareco.gob.ar/wp-content/uploads/2023/ORDENANZA-IMPOSITIVA-3202-24.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/ORDENANZA-IMPOSITIVA-3202-24.pdf,21.43,
pdf-151,ORDENANZA IMPOSITIVA 3282 25,http://carmendeareco.gob.ar/wp-content/uploads/2023/ORDENANZA-IMPOSITIVA-3282-25.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/ORDENANZA-IMPOSITIVA-3282-25.pdf,2.68,
pdf-155,ORDENANZA FISCAL 3198 23,http://carmendeareco.gob.ar/wp-content/uploads/2023/ORDENANZA-FISCAL-3198-23.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/ORDENANZA-FISCAL-3198-23.pdf,42.56,
pdf-163,Cuenta Ahorro Inversion Financiamiento Marzo,http://carmendeareco.gob.ar/wp-content/uploads/2023/Cuenta-Ahorro-Inversion-Financiamiento-Marzo.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/Cuenta-Ahorro-Inversion-Financiamiento-Marzo.pdf,0.36,
pdf-164,RECURSOS POR PROCEDENCIA,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-POR-PROCEDENCIA.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/RECURSOS-POR-PROCEDENCIA.pdf,0.35,
pdf-165,Situacion Economico Financiera Marzo,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-Marzo.pdf,2023,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2023/Situacion-Economico-Financiera-Marzo.pdf,0.21,
pdf-91,Ordenanza Impositiva 3135 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Impositiva-3135-2022.pdf,2022,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Impositiva-3135-2022.pdf,3.97,
pdf-110,SITUACION ECONOMICO FINANCIERA AL 30 06 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICO-FINANCIERA-AL-30-06-2022.pdf,2022,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/SITUACION-ECONOMICO-FINANCIERA-AL-30-06-2022.pdf,0.92,
pdf-122,Ordenanza Fiscal 3112 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Fiscal-3112-2022.pdf,2022,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/Ordenanza-Fiscal-3112-2022.pdf,5.72,
pdf-166,Anexo II Ordenanza Impositiva 3135 2022,http://carmendeareco.gob.ar/wp-content/uploads/2022/Anexo-II-Ordenanza-Impositiva-3135-2022.pdf,2022,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2022/Anexo-II-Ordenanza-Impositiva-3135-2022.pdf,0.65,
pdf-57,Ordenanza Impositiva 3059 2021,http://carmendeareco.gob.ar/wp-content/uploads/2021/Ordenanza-Impositiva-3059-2021.pdf,2021,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2021/Ordenanza-Impositiva-3059-2021.pdf,0.77,
pdf-67,Ordenanza Fiscal 3057 2021,http://carmendeareco.gob.ar/wp-content/uploads/2021/Ordenanza-Fiscal-3057-2021.pdf,2021,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2021/Ordenanza-Fiscal-3057-2021.pdf,0.64,
pdf-78,SITUACION ECONOMICO FINANCIERA AL CIERRE 2021..,http://carmendeareco.gob.ar/wp-content/uploads/2021/SITUACION-ECONOMICO-FINANCIERA-AL-CIERRE-2021...pdf,2021,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2021/SITUACION-ECONOMICO-FINANCIERA-AL-CIERRE-2021...pdf,1.14,
pdf-38,2019 Situacion Economico Financiero Carmen de Areco,http://carmendeareco.gob.ar/wp-content/uploads/2019/2019-Situacion-Economico-Financiero-Carmen-de-Areco.pdf,2019,Documentos_Generales,Municipal Records,PDF,Documento financiero del municipio de Carmen de Areco - Documentos Generales,http://carmendeareco.gob.ar/wp-content/uploads/2019/2019-Situacion-Economico-Financiero-Carmen-de-Areco.pdf,1.08,
