filename,year,file_type,size_bytes,created_date,modified_date,sha256_hash,relative_path,document_type,estimated_category,priority,keywords,official_url,archive_url
GANADERIA 2016-2020.pdf,2020,.pdf,546208,2025-08-25T15:58:41.030644,2025-08-24T13:23:02.098851,403d443a2fc17f9134f9d072bbc6719a552b53116ac5bb1660448acdf6d135bb,data/source_materials/2020/GANADERIA 2016-2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/GANADERIA 2016-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/GANADERIA 2016-2020.pdf
Resolución 1089_2020.pdf,2020,.pdf,12619465,2025-08-25T15:58:41.030902,2025-08-24T13:23:02.126065,9fce74ac053d2e3062df8812649a8eca90a76e39158c3534c6202418775909c7,data/source_materials/2020/Resolución 1089_2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Resolución 1089_2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Resolución 1089_2020.pdf
EJECUCION-DE-RECURSOS-PERIODO-2020.pdf,2020,.pdf,347152,2025-08-25T15:58:41.031142,2025-08-24T13:23:02.097457,fbd2126dc38e4515c6991d5b057c0f8f04302a53e0bf0139fcf720c6a1b3bc97,data/source_materials/2020/EJECUCION-DE-RECURSOS-PERIODO-2020.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/EJECUCION-DE-RECURSOS-PERIODO-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/EJECUCION-DE-RECURSOS-PERIODO-2020.pdf
CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-2020.pdf,2020,.pdf,361931,2025-08-25T15:58:41.031368,2025-08-24T13:23:02.097052,1ff510ce12ffe1350e5572a662502c3fdfe35ed2a9fee0a5c3552ad22911c64f,data/source_materials/2020/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/CUENTA-AHORRO-INVERSION-FINANCIAMIENTO-2020.pdf
INFORME-ECONÓMICO-FINANCIERO-2020.pdf,2020,.pdf,1440758,2025-08-25T15:58:41.031624,2025-08-24T13:23:02.101071,cee6b036047f369f19ab4c73ed55bd9a482f09f1833b4d2dfee6fbf25b872f66,data/source_materials/2020/INFORME-ECONÓMICO-FINANCIERO-2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/INFORME-ECONÓMICO-FINANCIERO-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/INFORME-ECONÓMICO-FINANCIERO-2020.pdf
SITUACION-ECONOMICA-FINANCIERA.pdf,2020,.pdf,71806,2025-08-25T15:58:41.031869,2025-08-24T13:23:02.126951,12c15f3752c5adaae566b63ab5445425961323386899bee3d6cc6399abf89ff4,data/source_materials/2020/SITUACION-ECONOMICA-FINANCIERA.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA.pdf
SITUACIÓN-ECONÓMICO-FINANCIERA.pdf,2020,.pdf,988198,2025-08-25T15:58:41.032230,2025-08-24T13:23:02.129608,121cf242ca8b1e634f9e6ae8938eb5c2f56f34c1eccad95af7f9fae1824fa188,data/source_materials/2020/SITUACIÓN-ECONÓMICO-FINANCIERA.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACIÓN-ECONÓMICO-FINANCIERA.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACIÓN-ECONÓMICO-FINANCIERA.pdf
SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,2020,.pdf,88878,2025-08-25T15:58:41.032530,2025-08-24T13:23:02.126821,d8bfffdd6c9c62b59142839b09aba07e0782b3e00aaeb8b7c3628033e9d5e72a,data/source_materials/2020/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-4°TRE-2022.pdf
situacion-economica032.pdf,2020,.pdf,651130,2025-08-25T15:58:41.032787,2025-08-24T13:23:02.131193,2ed308c06f1eff521803e6a59bf946b73df6ab66a63dde5c9d82e50f0de1f1af,data/source_materials/2020/situacion-economica032.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/situacion-economica032.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/situacion-economica032.pdf
EJECUCION-DEL-PRESUPUESTO-DE-GASTOS-2020.pdf,2020,.pdf,383011,2025-08-25T15:58:41.033016,2025-08-24T13:23:02.097897,2c7bfb00e01916cc1436a9b2452c8300eef89c29fea41510d754f2e5c5b7c736,data/source_materials/2020/EJECUCION-DEL-PRESUPUESTO-DE-GASTOS-2020.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/EJECUCION-DEL-PRESUPUESTO-DE-GASTOS-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/EJECUCION-DEL-PRESUPUESTO-DE-GASTOS-2020.pdf
03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2020.xlsx,2020,.xlsx,20586,2025-08-25T15:58:41.033238,2025-08-24T13:23:02.096155,16248864f54bbc9092b099a91a1bc2bd91927dd865740a254044bbb6a0b001ed,data/source_materials/2020/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2020.xlsx,general,general,normal,,https://carmendeareco.gob.ar/transparencia/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2020.xlsx,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/03.01-STOCK-DE-DEUDA-Y-PERFIL-DE-VENCIMIENTOS-Planilla-Modelo-30-6-2020.xlsx
SITUACION-PATRIMONIAL-2020.pdf,2020,.pdf,191596,2025-08-25T15:58:41.033462,2025-08-24T13:23:02.127486,0e70e2cee2135aec49a8149facad37618a3201375a6f35183ffdb0cf6b27bc12,data/source_materials/2020/SITUACION-PATRIMONIAL-2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-PATRIMONIAL-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-PATRIMONIAL-2020.pdf
SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,2020,.pdf,72452,2025-08-25T15:58:41.033737,2025-08-24T13:23:02.126602,6a2785885a928f0eb585c365b449f9508d124b3fc883e01ac99d311015e40d53,data/source_materials/2020/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-3°TRIMESTRE.pdf
Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1089_2020 del MINISTERIO DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS.pdf,2020,.pdf,964795,2025-08-25T15:58:41.034070,2025-08-24T13:23:02.130729,d3dd27b87a3b425f6b1bf48f63f62818111e8f40ef66912ca71a62eeb9a2573e,data/source_materials/2020/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1089_2020 del MINISTERIO DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1089_2020 del MINISTERIO DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1089_2020 del MINISTERIO DE INFRAESTRUCTURA Y SERVICIOS PÚBLICOS.pdf
BALANCE-GENERAL-2020.pdf,2020,.pdf,395513,2025-08-25T15:58:41.034282,2025-08-24T13:23:02.096637,3b00ef7077e5c2df10b6934cd1838ed308bfbcf541982144573bf89ed9affb64,data/source_materials/2020/BALANCE-GENERAL-2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/BALANCE-GENERAL-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/BALANCE-GENERAL-2020.pdf
SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,2020,.pdf,72061,2025-08-25T15:58:41.034491,2025-08-24T13:23:02.126445,ac0caf6772fc436603311ab54f2907cf19d6bdaaa9916ae73475a295b8ba048c,data/source_materials/2020/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICA-FINANCIERA-3°TRI-2022.pdf
SITUACION-ECONOMICO-FINANCIERA-2020.pdf,2020,.pdf,220602,2025-08-25T15:58:41.034745,2025-08-24T13:23:02.127240,7dc9f9da4ab2a7add95e0f33b0b1bf2ae1aa48116a483806c593bdcdf8d87ec9,data/source_materials/2020/SITUACION-ECONOMICO-FINANCIERA-2020.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICO-FINANCIERA-2020.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SITUACION-ECONOMICO-FINANCIERA-2020.pdf
SALUD-CAP-2021-CARMEN-DE-ARECO.pdf,2021,.pdf,434396,2025-08-25T15:58:41.231025,2025-08-24T13:23:02.143488,10e6db8aee4ae854404ffa012ea21806c70e42d95ef2396115fa66a48f9b5beb,data/source_materials/2021/SALUD-CAP-2021-CARMEN-DE-ARECO.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SALUD-CAP-2021-CARMEN-DE-ARECO.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SALUD-CAP-2021-CARMEN-DE-ARECO.pdf
2021%20SERVICIOS%20PUBLICOS.pdf,2021,.pdf,651610,2025-08-25T15:58:41.231261,2025-08-24T13:23:02.140481,9d116a63c305a75fd754a0fa8e132a80a360254f5c9c9ce66b10aabb97dea733,data/source_materials/2021/2021%20SERVICIOS%20PUBLICOS.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20SERVICIOS%20PUBLICOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20SERVICIOS%20PUBLICOS.pdf
Resolución 1838_2021.pdf,2021,.pdf,108917,2025-08-25T15:58:41.231504,2025-08-24T13:23:02.142849,451d01791917bbf8cad09839ca371335df72e6e1e52611714810614709f605a9,data/source_materials/2021/Resolución 1838_2021.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Resolución 1838_2021.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Resolución 1838_2021.pdf
2021%20CAPS%20ESTADISTICAS.pdf,2021,.pdf,508568,2025-08-25T15:58:41.231738,2025-08-24T13:23:02.133963,2ec86694b6cfff4ce155c158f2b761581c83e3b6d5e78dbd14fd9b2ddc4ad8d5,data/source_materials/2021/2021%20CAPS%20ESTADISTICAS.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20CAPS%20ESTADISTICAS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20CAPS%20ESTADISTICAS.pdf
.DS_Store,2021,,6148,2025-08-25T15:58:41.231944,2025-08-24T13:23:02.131331,d65165279105ca6773180500688df4bdc69a2c7b771752f0a46ef120b7fd8ec3,data/source_materials/2021/.DS_Store,general,general,normal,,https://carmendeareco.gob.ar/transparencia/.DS_Store,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/.DS_Store
Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.pdf,2021,.pdf,952468,2025-08-25T15:58:41.232325,2025-08-24T13:23:02.145602,e8ce6460af41fb6b1aa915869c872d9aa9a2d46864536a3f99a45e5df5ac1bfc,data/source_materials/2021/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Resolución 1838_2021 del Ministerio de Desarrollo de la Comunidad.pdf
2021%20HABILITACIONES%20MUNICIPALES.pdf,2021,.pdf,524846,2025-08-25T15:58:41.232554,2025-08-24T13:23:02.136878,5e6ac7e2a59b951c78f93cf1af23697a485c5a2c8eee5550a49dfa624aa8f8aa,data/source_materials/2021/2021%20HABILITACIONES%20MUNICIPALES.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20HABILITACIONES%20MUNICIPALES.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20HABILITACIONES%20MUNICIPALES.pdf
Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 265_2021 de la Dirección de Fiscalización Vegetal del Ministerio de Desarrollo Agrario.pdf,2021,.pdf,926838,2025-08-25T15:58:41.232928,2025-08-24T13:23:02.145058,e7eea4db8ab0c33fded4a869303accb07792c3ba4d8b53cfff1a583c9ae7f108,data/source_materials/2021/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 265_2021 de la Dirección de Fiscalización Vegetal del Ministerio de Desarrollo Agrario.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 265_2021 de la Dirección de Fiscalización Vegetal del Ministerio de Desarrollo Agrario.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Sistema de Información Normativa y Documental Malvinas Argentinas - Disposición 265_2021 de la Dirección de Fiscalización Vegetal del Ministerio de Desarrollo Agrario.pdf
2021%20ESTADISTICAS%20OMIC.pdf,2021,.pdf,800550,2025-08-25T15:58:41.233255,2025-08-24T13:23:02.136080,062d0991004ba3302c19e1e366955df44a8e79cf721bf981c08455d8071a0471,data/source_materials/2021/2021%20ESTADISTICAS%20OMIC.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20ESTADISTICAS%20OMIC.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20ESTADISTICAS%20OMIC.pdf
COSECHA 2012-2021.pdf,2021,.pdf,607800,2025-08-25T15:58:41.233564,2025-08-24T13:23:02.141479,a5a64d7cf83271b3bc2e35f2bae8fba21fe1b3db61a10b6779b4846ff76bd2a5,data/source_materials/2021/COSECHA 2012-2021.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/COSECHA 2012-2021.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/COSECHA 2012-2021.pdf
ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,2021,.pdf,115864,2025-08-25T15:58:41.233781,2025-08-24T13:23:02.141900,9184981528eaf7b5a7f90ddc786d9accf7ca755ec0b7222cf5b75503e5b3ea6d,data/source_materials/2021/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,financial_report,budget,high,presupuesto,https://carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/ESTADOS-DE-EJECUCION-DE-RECURSOS-AFECTADOS-VS-GASTOS.pdf
Disposición 265_2021.pdf,2021,.pdf,102719,2025-08-25T15:58:41.234007,2025-08-24T13:23:02.141638,d9fdd7b0e44ce85b094364a38c1b1d3a7d6efa7cd6557dc281276f6e51648a8b,data/source_materials/2021/Disposición 265_2021.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/Disposición 265_2021.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/Disposición 265_2021.pdf
2021%20ADMINISTRACION%20DE%20PERSONAL.pdf,2021,.pdf,648650,2025-08-25T15:58:41.234427,2025-08-24T13:23:02.132321,5b55b66696a6d6ee601dcc2622db9acf3f0b54d7aa75827ae361190d7f0bd802,data/source_materials/2021/2021%20ADMINISTRACION%20DE%20PERSONAL.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20ADMINISTRACION%20DE%20PERSONAL.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20ADMINISTRACION%20DE%20PERSONAL.pdf
2021%20SEGURIDAD%20URBANA.pdf,2021,.pdf,577183,2025-08-25T15:58:41.234727,2025-08-24T13:23:02.139466,0e2b006c1dc65b37157db3969285fef4325da9f439af7371aec9e06cf38af2be,data/source_materials/2021/2021%20SEGURIDAD%20URBANA.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20SEGURIDAD%20URBANA.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20SEGURIDAD%20URBANA.pdf
2021%20REPORTES%20DE%20CIUDADANOS.pdf,2021,.pdf,565999,2025-08-25T15:58:41.234971,2025-08-24T13:23:02.138616,cabd20aa79b89d86232624254d4d6074feb29f3b3c1882262b668e1a4066e124,data/source_materials/2021/2021%20REPORTES%20DE%20CIUDADANOS.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20REPORTES%20DE%20CIUDADANOS.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20REPORTES%20DE%20CIUDADANOS.pdf
2021%20ESTADISTICAS%20MONITOREO.pdf,2021,.pdf,530385,2025-08-25T15:58:41.235275,2025-08-24T13:23:02.134720,c155afa123e06908002afb9389163f7ee9853bf010f5f63197909933afc2c23d,data/source_materials/2021/2021%20ESTADISTICAS%20MONITOREO.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20ESTADISTICAS%20MONITOREO.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20ESTADISTICAS%20MONITOREO.pdf
PRODUCCION 2012-2021.pdf,2021,.pdf,603445,2025-08-25T15:58:41.235533,2025-08-24T13:23:02.142766,c2d5d451edcc9b9b8489dfe4ca9dda865a3079d169740b996896404f6b357a5f,data/source_materials/2021/PRODUCCION 2012-2021.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/PRODUCCION 2012-2021.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/PRODUCCION 2012-2021.pdf
SIEMBRA 2012-2021.pdf,2021,.pdf,606033,2025-08-25T15:58:41.235756,2025-08-24T13:23:02.144347,2ac4b852215574ed554b523d4f32ea781772aac05a119e35d2a1acc2ba9692c6,data/source_materials/2021/SIEMBRA 2012-2021.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/SIEMBRA 2012-2021.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/SIEMBRA 2012-2021.pdf
2021%20BASE%20DE%20DATOS%20NIÑEZ%20Y%20ADOLESCENCIA.pdf,2021,.pdf,525690,2025-08-25T15:58:41.236064,2025-08-24T13:23:02.133181,ed0334d6deedc783aaab543433d258d2e31afe9be01dd25985e1ff48131c5cd1,data/source_materials/2021/2021%20BASE%20DE%20DATOS%20NIÑEZ%20Y%20ADOLESCENCIA.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20BASE%20DE%20DATOS%20NIÑEZ%20Y%20ADOLESCENCIA.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20BASE%20DE%20DATOS%20NIÑEZ%20Y%20ADOLESCENCIA.pdf
2021%20INDICES%20DE%20EDUCACION.pdf,2021,.pdf,566161,2025-08-25T15:58:41.236340,2025-08-24T13:23:02.137756,ead9d3efb9ac39042e2311282a17fd2f5dde6a01c5bf9d13d9f5bdb375b580bd,data/source_materials/2021/2021%20INDICES%20DE%20EDUCACION.pdf,general,general,normal,,https://carmendeareco.gob.ar/transparencia/2021%20INDICES%20DE%20EDUCACION.pdf,https://web.archive.org/web/*/carmendeareco.gob.ar/transparencia/2021%20INDICES%20DE%20EDUCACION.pdf
